"text","group","id","time","partner_id","turn","seller","study","study_group","span"
"I get a bonus if it is below 400 ||i did thank you for sending that ",73,"2E7QA "," 4:16:53 PM ","6CUPB ",6,0,"two","two_73",46
"really ",73,"6CUPB "," 4:17:05 PM ","2E7QA ",7,1,"two","two_73",58
"yeah ||800 for you? ",73,"2E7QA "," 4:17:08 PM ","6CUPB ",8,0,"two","two_73",61
"and I get bonus if it's more then 350 ||yes 800 ",73,"6CUPB "," 4:17:21 PM ","2E7QA ",9,1,"two","two_73",74
"want to go 375? ||or I guess we can do 380 and you can keep the extra 10 cents ",73,"2E7QA "," 4:17:41 PM ","6CUPB ",10,0,"two","two_73",94
"how much u will get in $ 375 ",73,"6CUPB "," 4:18:05 PM ","2E7QA ",11,1,"two","two_73",118
"I think 1.20 ||hbu? ",73,"2E7QA "," 4:18:30 PM ","6CUPB ",12,0,"two","two_73",143
"It will be only 75 cents for me ",73,"6CUPB "," 4:19:12 PM ","2E7QA ",13,1,"two","two_73",185
"what gets you a dollar? ",73,"2E7QA "," 4:19:23 PM ","6CUPB ",14,0,"two","two_73",196
"if u do 400, I will get $ 1 ",73,"6CUPB "," 4:19:33 PM ","2E7QA ",15,1,"two","two_73",206
"let's do 400 then. dimes are annoying anyway ",73,"2E7QA "," 4:19:50 PM ","6CUPB ",16,0,"two","two_73",223
"100$ will give me $1 on 300 price ",73,"6CUPB "," 4:19:51 PM ","2E7QA ",17,1,"two","two_73",224
"that way I think we both get a dollat ",73,"2E7QA "," 4:19:58 PM ","6CUPB ",18,0,"two","two_73",231
"HAhahahah dimes I dont like either ||ok do 400 ",73,"6CUPB "," 4:20:02 PM ","2E7QA ",19,1,"two","two_73",235
"sweet! ",73,"2E7QA "," 4:20:10 PM ","6CUPB ",20,0,"two","two_73",243
"yes true ||great thanks ",73,"6CUPB "," 4:20:12 PM ","2E7QA ",21,1,"two","two_73",245
"pleasure doing business with you ",73,"2E7QA "," 4:20:20 PM ","6CUPB ",22,0,"two","two_73",253
"Hello, there! Nice selection. It is very unusual!\nI am particularly interested in this nice tome, I think is worth 200, but for the effort you put in selecting the whole bunch, i can offer 250! What do you think? Nice offer?",74,"P2HYT ","0","5SE37 ",1,0,"two","two_74",0
"The market price for this item can actually go up to 900. You seem like a nice person and  I am willing to negotiate, but you need to up your offer :) ",74,"5SE37 ","0","P2HYT ",2,1,"two","two_74",10
"Hey there! ",74,"5SE37 "," 4:17:45 PM ","P2HYT ",3,1,"two","two_74",20
"hi ",74,"P2HYT "," 4:17:58 PM ","5SE37 ",4,0,"two","two_74",33
"So do you think you can move your price up? I really want you to have this exquisite book. You seem to be the kind of person who can appreciate these things. ",74,"5SE37 "," 4:18:58 PM ","P2HYT ",5,1,"two","two_74",93
"I am considering you proposal, but really your market price is not quite right, the edition is not the best one ||never the less you sounds like a competent vendor ",74,"P2HYT "," 4:19:12 PM ","5SE37 ",6,0,"two","two_74",107
"So are you not going to bulge? I can move down to 800. ",74,"5SE37 "," 4:20:21 PM ","P2HYT ",7,1,"two","two_74",176
"and maybe you were wrong only for this one, i can give you that...the value on the market is 350, i can offer you that tops ||plus a tip, if you like on the side! for you kindness ||i can close it at 375 ",74,"P2HYT "," 4:20:57 PM ","5SE37 ",8,0,"two","two_74",212
"oh you know very well that books in much worse condition go for not less than 600. but I like you and I want you to have it, so how about 650? ",74,"5SE37 "," 4:22:22 PM ","P2HYT ",9,1,"two","two_74",297
"otherwise there is no deal, i am afraid...i will have to leave you waiting for the next nice intereste costumer ||unless you are able to offer around 375 i am afraid i cannot accept. it is not worht that much! ",74,"P2HYT "," 4:22:30 PM ","5SE37 ",10,0,"two","two_74",305
"oh you're cruel. you realize that i care about my books, and you are now toying with me. can't we shake hands at 500? ",74,"5SE37 "," 4:23:50 PM ","P2HYT ",11,1,"two","two_74",385
"you went down from 900 to 500, you have no real idea of the market price of this book, do you? ||You have been nice to me ||i offer 375 plus 25 tip ||400 in total and we are both happy ||otherwise i wish you a good day, sir! ||(or madam) :) ",74,"P2HYT "," 4:24:38 PM ","5SE37 ",12,0,"two","two_74",433
"let's say 450 and then you can go home with the knowledge that you made an honest, hardworking woman part from her 900 worth book for half the price ",74,"5SE37 "," 4:26:09 PM ","P2HYT ",13,1,"two","two_74",524
"deal ",74,"P2HYT "," 4:26:23 PM ","5SE37 ",14,0,"two","two_74",538
"excellent! ",74,"5SE37 "," 4:26:32 PM ","P2HYT ",15,1,"two","two_74",547
"Hello! How are you? I am interested in purchasing the book that you have listed for sale. Please let me know if you will be willing to accept $250 for it. Have a great day!",75,"Q36SB ","0","84YCB ",1,0,"two","two_75",0
"Hi! So glad to hear you're interested in this book-- it's such a rare find and it's in great condition for its age. The previous seller I had lined up was willing to pay $650 for the book, though it's worth $800. I'm of course willing to work out a price even better than that to work for you. Would you consider $500?",75,"84YCB ","0","Q36SB ",2,1,"two","two_75",10
"Hi! Thanks for getting back to me. $500 is a little bit on the pricier side. Can you lower your price a bit more? I'm very interested in this book. ||How about $380? :) ",75,"Q36SB "," 4:47:29 PM ","84YCB ",3,0,"two","two_75",20
"No problem! I'm really glad to hear you're so interested, and I'm definitely willing to work something out. I was just about to offer down to $420-- how about we split the difference and say $400? ",75,"84YCB "," 4:48:39 PM ","Q36SB ",4,1,"two","two_75",90
"$400 works for me! ||Thank you ",75,"Q36SB "," 4:49:15 PM ","84YCB ",5,0,"two","two_75",126
"Fantastic! Thanks so much for your interest! ",75,"84YCB "," 4:49:30 PM ","Q36SB ",6,1,"two","two_75",141
"Hello, I am interested in buying your book. I will pay up to $250 for it.",76,"43RV9 ","0","7NUVY ",1,0,"two","two_76",0
"Thank you for your interest in the book! You're clearly a person of good taste. I am afraid I cannot sell the book for 250 as I would not even break even on the price I paid for it which was 350. I would be willing to sell it to you for 370 (I have to make some profit to live), which is a bargain price as books of this calibre can get anything from 400-800 on the market. Thank you again for your interest, I hope we can reach an agreement :)",76,"7NUVY ","0","43RV9 ",2,1,"two","two_76",10
"Hello! Did you receive my offer message? ",76,"7NUVY "," 4:48:26 PM ","43RV9 ",3,1,"two","two_76",20
"I did. ||$370 is still too high of a price. ",76,"43RV9 "," 4:48:34 PM ","7NUVY ",4,0,"two","two_76",28
"I understand it seems like a lot, but it is a very valuable book and I have to at least break even with my sale ||Books from that period (it's an 1846 edition) are a great investment ||Would you be able to make an agreement for 360? ",76,"7NUVY "," 4:50:05 PM ","43RV9 ",5,1,"two","two_76",119
"Because you claim that books of this calibre will go between $400 and $800 on the market, I can see that you are already making a profit by purchasing it for $350 and not a higher price. ",76,"43RV9 "," 4:51:06 PM ","7NUVY ",6,0,"two","two_76",180
"How is that? ||I bought it at a sellers' convention where the prices are below market price ||By buying it at 360 you would be getting a great price and I would only be making 10 ",76,"7NUVY "," 4:52:33 PM ","43RV9 ",7,1,"two","two_76",267
"You are not selling far below market price. ",76,"43RV9 "," 4:54:59 PM ","7NUVY ",8,0,"two","two_76",413
"My final offer is 350, I cannot go below this as I would not break even on what I have paid for it. Please let me know your decision. ",76,"7NUVY "," 4:55:39 PM ","43RV9 ",9,1,"two","two_76",453
"I will buy it for $350. thank you. ",76,"43RV9 "," 4:56:13 PM ","7NUVY ",10,0,"two","two_76",487
"Deal! ||Thank you for your business. ",76,"7NUVY "," 4:56:19 PM ","43RV9 ",11,1,"two","two_76",493
"Hi! ",77,"C653X "," 4:48:45 PM ","GDYRR ",3,1,"two","two_77",20
"Hello ||I am sure it is a wonderful book to read. ||I have heard so much about it ",77,"GDYRR "," 4:48:51 PM ","C653X ",4,0,"two","two_77",26
"Yeah absolutely! ",77,"C653X "," 4:49:12 PM ","GDYRR ",5,1,"two","two_77",47
"Always wanted to lay my hand on one of these ",77,"GDYRR "," 4:49:18 PM ","C653X ",6,0,"two","two_77",53
"Thts great! ",77,"C653X "," 4:49:29 PM ","GDYRR ",7,1,"two","two_77",64
"But $450 is a bit out of my budget ",77,"GDYRR "," 4:49:40 PM ","C653X ",8,0,"two","two_77",75
"Do you have any other editions of this collection? ",77,"C653X "," 4:49:45 PM ","GDYRR ",9,1,"two","two_77",80
"I cannot afford at such a high price ",77,"GDYRR "," 4:49:54 PM ","C653X ",10,0,"two","two_77",89
"The thing is this is an antique book and price for which i had purchased was too high ||And I had made lot of effort to preserve it from wearing out. ",77,"C653X "," 4:50:13 PM ","GDYRR ",11,1,"two","two_77",108
"I am sure it was high when you bought it. Think of it in this way. You will in a way help me in my dream. ",77,"GDYRR "," 4:50:55 PM ","C653X ",12,0,"two","two_77",150
"How much you think this book's worth if you have looked at other sources? ",77,"C653X "," 4:51:05 PM ","GDYRR ",13,1,"two","two_77",160
"I always wanted this book. You will make me extremely happy. ||<div><br></div><div>I imagine 350$-400$</div> ",77,"GDYRR "," 4:51:10 PM ","C653X ",14,0,"two","two_77",165
"Yeah I understandabout your excitement for this book. ",77,"C653X "," 4:51:39 PM ","GDYRR ",15,1,"two","two_77",194
"I will always be grateful to you ",77,"GDYRR "," 4:51:58 PM ","C653X ",16,0,"two","two_77",213
"How about keeping it $420? ",77,"C653X "," 4:52:20 PM ","GDYRR ",17,1,"two","two_77",235
"If you could cut down the price to $400 it would be perfect ||That is the max that I can afford. ",77,"GDYRR "," 4:52:36 PM ","C653X ",18,0,"two","two_77",251
"$410? ",77,"C653X "," 4:52:53 PM ","GDYRR ",19,1,"two","two_77",268
"$400 is a good deal for both of us. Win-Win ||What do you say ",77,"GDYRR "," 4:52:56 PM ","C653X ",20,0,"two","two_77",271
"$410? ",77,"C653X "," 4:53:10 PM ","GDYRR ",21,1,"two","two_77",285
"Come on $400 is a good amount. ",77,"GDYRR "," 4:53:20 PM ","C653X ",22,0,"two","two_77",295
"I have bought it down from 450 to 410 ",77,"C653X "," 4:53:24 PM ","GDYRR ",23,1,"two","two_77",299
"I think $10 more would not affect you much. What do you say? $400 I will buy it right now. ||In cash ",77,"GDYRR "," 4:53:52 PM ","C653X ",24,0,"two","two_77",327
"Still I will be satisfied if I get additional $10 in order to recover my cost of preservation ||Still there's value for even $1 ||You are not minding giving $10 ",77,"C653X "," 4:54:02 PM ","GDYRR ",25,1,"two","two_77",337
"Think of it as this. You will make me extremely happy and I will be forever grateful for your generosity. ||I will always know that I bought this book from you and you made it happen. ",77,"GDYRR "," 4:54:42 PM ","C653X ",26,0,"two","two_77",377
"But the thing is you wont be able to find at this price anywhere I bet! ||$410 final! ",77,"C653X "," 4:55:43 PM ","GDYRR ",27,1,"two","two_77",438
"Yes, I know. But you would be doing a big favor. I know that you brought down your price a lot. ||Just $10 more ||We can be satisfied with $400 ",77,"GDYRR "," 4:56:17 PM ","C653X ",28,0,"two","two_77",472
"No I cant afford more ||$410 final ||I can deliver from my side at your home ",77,"C653X "," 4:56:40 PM ","GDYRR ",29,1,"two","two_77",495
"I do not have anything more than $400 please understand. ",77,"GDYRR "," 4:57:37 PM ","C653X ",30,0,"two","two_77",552
"Fine. $400 deal done ",77,"C653X "," 4:57:53 PM ","GDYRR ",31,1,"two","two_77",568
"$400 for a book ||Thank you so much ",77,"GDYRR "," 4:57:56 PM ","C653X ",32,0,"two","two_77",571
"So, what do you think? Does $450 sound fair to you? ||Please let me know what you think, I am delighted that you have found something of interest to you in my shop. ",78,"2P6T3 "," 4:50:47 PM ","WK7AD ",3,1,"two","two_78",20
"Not so! $450 looks way to high seeing the condition of the book. I thought I would get a deal for as low as $350. ||I found the exact same copy at a different store with a price of $400 and as I am a your loyal customer you should provide me the book with some discount. ",78,"WK7AD "," 4:53:04 PM ","2P6T3 ",4,0,"two","two_78",157
"I went through a great deal of trouble in obtaining this publication. I did a little research online, and I saw that its selling up to $800. This one is in great condition, considering it's from 1846. The leather cover and the colored illustrated plates really add a special touch. ||In that case, would you be willing to pay $400 for it? I cannot go any lower. ",78,"2P6T3 "," 4:56:11 PM ","WK7AD ",5,1,"two","two_78",344
"Alright! $400 is a done deal. Thank-You. ",78,"WK7AD "," 4:57:44 PM ","2P6T3 ",6,0,"two","two_78",437
"Thank you! ",78,"2P6T3 "," 4:58:03 PM ","WK7AD ",7,1,"two","two_78",456
"Yes it is a beauty! ",79,"M8ZY2 "," 5:15:23 PM ","ME4NW ",3,0,"two","two_79",20
"I'm glad you  think so too! ||can be yours for only $800 ",79,"ME4NW "," 5:15:43 PM ","M8ZY2 ",4,1,"two","two_79",40
"there are tons of other buyers that were willingly to sell it to me for less than $600 ",79,"M8ZY2 "," 5:17:04 PM ","ME4NW ",5,0,"two","two_79",121
"Ah but this book is one of a kind! ||The engravings are all different ",79,"ME4NW "," 5:17:25 PM ","M8ZY2 ",6,1,"two","two_79",142
"it is a thing of beauty but im not too sure if its worth that much ||can you go a bit lower ||im trying to get this for my mom ||for mother's day ||i know she would love it ",79,"M8ZY2 "," 5:18:20 PM ","ME4NW ",7,0,"two","two_79",197
"Hmm, I understand your intentions but this book is truly very special ||How does 700 sound ||I'm only willing to part with it because I'm raising funds for my son's college unfortunately ",79,"ME4NW "," 5:19:39 PM ","M8ZY2 ",8,1,"two","two_79",276
"since we are both trying to put a smile ||on the faces of the pople we love, ||it wont be beneficial if no sale is made ||then we are both at a loss ",79,"M8ZY2 "," 5:21:04 PM ","ME4NW ",9,0,"two","two_79",361
"You are right ",79,"ME4NW "," 5:21:44 PM ","M8ZY2 ",10,1,"two","two_79",401
"i would have no book ||and you wouldnt have raised a bit of money for your son's education ||625 ",79,"M8ZY2 "," 5:21:45 PM ","ME4NW ",11,0,"two","two_79",402
"As much as I hate to part with my beloved book we are running out of time as I have to pack up ||I will give it to you for 625 ",79,"ME4NW "," 5:22:57 PM ","M8ZY2 ",12,1,"two","two_79",474
"deal! ",79,"M8ZY2 "," 5:23:09 PM ","ME4NW ",13,0,"two","two_79",486
"Take good care of it ",79,"ME4NW "," 5:23:10 PM ","M8ZY2 ",14,1,"two","two_79",487
"i most deifnitely will ||thanks! ",79,"M8ZY2 "," 5:23:26 PM ","ME4NW ",15,0,"two","two_79",503
"Hello, how are you doing? My kid was asking me to buy him a book. I was wondering if you could sell me this book for $250.",80,"63UVH ","0","Y7PR7 ",1,0,"two","two_80",0
"I'm doing well! Your kid has good taste, this is a beautiful book - unfortunately, I can't let it go for less than $450. ",80,"Y7PR7 ","0","63UVH ",2,1,"two","two_80",10
"Hey there ||its me the guy wanting the book for the kid ",80,"63UVH "," 5:18:39 PM ","Y7PR7 ",3,0,"two","two_80",20
"how does $450 sound? ",80,"Y7PR7 "," 5:19:16 PM ","63UVH ",4,1,"two","two_80",57
"I am really sorry but I have only 300 in my checking account and have to pay some bills and the rent ||My salary is due until Sunday ||the end of the month ||Please be so kind and let me have for 300 ",80,"63UVH "," 5:19:58 PM ","Y7PR7 ",5,0,"two","two_80",99
"this is a really beautiful book, I've had some customers willing to pay up to $650 for it ",80,"Y7PR7 "," 5:20:43 PM ","63UVH ",6,1,"two","two_80",144
"I can't pay more than that ||I tell you what let me pay you 300 as a down payment now, will pay you the rest after I get my salary at the end of the month ||I will also serve with easter cake ",80,"63UVH "," 5:20:43 PM ","Y7PR7 ",7,0,"two","two_80",144
"hmm....I'd like 450 but I see you're in a tight spot. 400? ",80,"Y7PR7 "," 5:21:52 PM ","63UVH ",8,1,"two","two_80",213
"for this kkind gesture ",80,"63UVH "," 5:21:52 PM ","Y7PR7 ",9,0,"two","two_80",213
"easter cake lmao ",80,"Y7PR7 "," 5:21:56 PM ","63UVH ",10,1,"two","two_80",217
"lol ||I think I will borrow 50 from my neighbor and let you off at 350. how does that sound? ||Its the only option I have right now ||I can't be nmore honest with you ",80,"63UVH "," 5:22:04 PM ","Y7PR7 ",11,0,"two","two_80",225
"I mean there's always the option of hiring your kid out ||nothin like some honest hard work ",80,"Y7PR7 "," 5:23:21 PM ","63UVH ",12,1,"two","two_80",302
"Sorry what ||hiring? ||hiring my kid? ",80,"63UVH "," 5:23:36 PM ","Y7PR7 ",13,0,"two","two_80",317
"actually hmm $350 sounds good ",80,"Y7PR7 "," 5:24:08 PM ","63UVH ",14,1,"two","two_80",349
"Thanks a lot for your kind gesture ",80,"63UVH "," 5:24:19 PM ","Y7PR7 ",15,0,"two","two_80",360
"oh of course ",80,"Y7PR7 "," 5:24:36 PM ","63UVH ",16,1,"two","two_80",377
"I promise I will pay 300 now and 50 on Sunday ",80,"63UVH "," 5:24:43 PM ","Y7PR7 ",17,0,"two","two_80",384
"enjoy the book lol ||wait no I need 350 now.... ",80,"Y7PR7 "," 5:24:45 PM ","63UVH ",18,1,"two","two_80",386
"I just talked to my neighbor who works with me ||He is out of money too and has kids of his own ||I promise I will pay the rest on Sunday ||Also Easter cake is on the way ",80,"63UVH "," 5:25:20 PM ","Y7PR7 ",19,0,"two","two_80",421
"wait so logistically do I say I sold the book for 300 or 350? ||ahhh nice. perks of bein a bookseller ",80,"Y7PR7 "," 5:26:27 PM ","63UVH ",20,1,"two","two_80",488
"I wish you could understand my situation ",80,"63UVH "," 5:26:44 PM ","Y7PR7 ",21,0,"two","two_80",505
"all I understand is $350?? ||deal. i'm clicking ",80,"Y7PR7 "," 5:27:05 PM ","63UVH ",22,1,"two","two_80",526
"Logically you sold me now for 300 but on Sunday you will get 50 more with an easter cake ||so the deal is 300 now? ||50 later? ||you seem to agree ",80,"63UVH "," 5:27:15 PM ","Y7PR7 ",23,0,"two","two_80",536
"ugh fine ",80,"Y7PR7 "," 5:28:27 PM ","63UVH ",24,1,"two","two_80",608
"Thank you  so much ",80,"63UVH "," 5:28:35 PM ","Y7PR7 ",25,0,"two","two_80",616
"it's ok it's ok bonuses are overrated ",80,"Y7PR7 "," 5:28:41 PM ","63UVH ",26,1,"two","two_80",622
"You are my angel ||Easter cake it is ||lol ",80,"63UVH "," 5:28:44 PM ","Y7PR7 ",27,0,"two","two_80",625
"Are you still interested in the book? ",81,"H4HY3 "," 5:15:05 PM ","3ZYTJ ",3,1,"two","two_81",20
"I could pay you as much as 300$ since the whole set of books cost about $1700 where in the 3 books, itself as a whole cost only about $1700 ||$1200* ",81,"3ZYTJ "," 5:15:32 PM ","H4HY3 ",4,0,"two","two_81",47
"This book is unique and one-of-a-kind so it's unfair to compare it to other books in the set ",81,"H4HY3 "," 5:16:43 PM ","3ZYTJ ",5,1,"two","two_81",118
"I hope you understand the statistics , Single book at $900 is over priced ",81,"3ZYTJ "," 5:16:52 PM ","H4HY3 ",6,0,"two","two_81",127
"Can I ask why you're interested in the book? Are you a collector? ",81,"H4HY3 "," 5:16:56 PM ","3ZYTJ ",7,1,"two","two_81",131
"Indeed, am a collector and I've been looking for the book for so long but the ones I was able to find on the internet were overpriced and costed about $500 ||What would be your final offer?? ",81,"3ZYTJ "," 5:17:39 PM ","H4HY3 ",8,0,"two","two_81",174
"Well, online shipping is tricky because you cannot see the quality of the book yourself. ||But here in the market, you see the quality of this book ||I was going to sell to another book seller for $700, who clearly thought he could turn a profit off of that, meaning the book is clearly more valuable than $700. ",81,"H4HY3 "," 5:18:14 PM ","3ZYTJ ",9,1,"two","two_81",209
"I do understand the outcomes but I wouldn't be able to more than $400 ",81,"3ZYTJ "," 5:19:01 PM ","H4HY3 ",10,0,"two","two_81",256
"I will take a loss on the book's true value since I see you're an avid collector ||$650. ",81,"H4HY3 "," 5:19:36 PM ","3ZYTJ ",11,1,"two","two_81",291
"Well increasing the price depending on the strategy wouldn't be profitable I suppose. And since I'm not a seller and am just a collector ||I could do it for $450 maximum, would you be interested&gt; ",81,"3ZYTJ "," 5:20:08 PM ","H4HY3 ",12,0,"two","two_81",323
"$600 is the bottom for a book like this. You mentioned $500 on the internet but you don't even know if those are real. This book right in front of you belongs in a museum but I'm giving you the opportunity to bring it home today for $600 ||You know you want it! ",81,"H4HY3 "," 5:21:19 PM ","3ZYTJ ",13,1,"two","two_81",394
"I did have the pictures sent by them to me and verified all the info. ",81,"3ZYTJ "," 5:22:03 PM ","H4HY3 ",14,0,"two","two_81",438
"But if you meet me at $525, I would be happy to sell. ",81,"H4HY3 "," 5:22:12 PM ","3ZYTJ ",15,1,"two","two_81",447
"I do, but $600 is really overprices for just one book ||I'm really sorry, I wouldn't be able to make the purchase for $525 ",81,"3ZYTJ "," 5:22:19 PM ","H4HY3 ",16,0,"two","two_81",454
"You can see this book in person, right now. Look at the binding. It's worth much more than $525. ||Do you really want to walk home empty-handed? ",81,"H4HY3 "," 5:23:03 PM ","3ZYTJ ",17,1,"two","two_81",498
"I do have other options and this is a purchase where in I have to travel to buy the book ",81,"3ZYTJ "," 5:23:41 PM ","H4HY3 ",18,0,"two","two_81",536
"The market is closing soon. ",81,"H4HY3 "," 5:23:48 PM ","3ZYTJ ",19,1,"two","two_81",543
"its not been delivered to my door step ",81,"3ZYTJ "," 5:23:50 PM ","H4HY3 ",20,0,"two","two_81",545
"$500. ",81,"H4HY3 "," 5:23:50 PM ","3ZYTJ ",21,1,"two","two_81",545
"$450 ",81,"3ZYTJ "," 5:23:56 PM ","H4HY3 ",22,0,"two","two_81",551
"480 ",81,"H4HY3 "," 5:24:05 PM ","3ZYTJ ",23,1,"two","two_81",560
"$460 ",81,"3ZYTJ "," 5:24:11 PM ","H4HY3 ",24,0,"two","two_81",566
"and it's yours ||475 ||? ||time's ticking ",81,"H4HY3 "," 5:24:13 PM ","3ZYTJ ",25,1,"two","two_81",568
"$60$ , please ",81,"3ZYTJ "," 5:24:25 PM ","H4HY3 ",26,0,"two","two_81",580
"what did we decide on ",81,"H4HY3 "," 5:24:42 PM ","3ZYTJ ",27,1,"two","two_81",597
"Hi ",82,"FHFPR "," 5:20:50 PM ","MF46T ",3,1,"two","two_82",20
"that's over priced ||I can give $200 for it ",82,"MF46T "," 5:21:19 PM ","FHFPR ",4,0,"two","two_82",49
"What in ur oppinion is a releven price ",82,"FHFPR "," 5:21:39 PM ","MF46T ",5,1,"two","two_82",69
"and negotiate around that price ",82,"MF46T "," 5:21:57 PM ","FHFPR ",6,0,"two","two_82",87
"its way too below the price ",82,"FHFPR "," 5:22:14 PM ","MF46T ",7,1,"two","two_82",104
"it's an old book and that too not in it's mint condition ",82,"MF46T "," 5:22:43 PM ","FHFPR ",8,0,"two","two_82",133
"The market value of the book is 350 ",82,"FHFPR "," 5:23:03 PM ","MF46T ",9,1,"two","two_82",153
"I don't think too below the price!! ",82,"MF46T "," 5:23:04 PM ","FHFPR ",10,0,"two","two_82",154
"sorry but i guess all the anique products are reletavly old... ",82,"FHFPR "," 5:23:42 PM ","MF46T ",11,1,"two","two_82",192
"old products in mint condition are more valuable ",82,"MF46T "," 5:24:32 PM ","FHFPR ",12,0,"two","two_82",242
"i can drop a price for you to 670 if you ready to negotiate ",82,"FHFPR "," 5:25:06 PM ","MF46T ",13,1,"two","two_82",276
"but i can give you 275 for it ||how about 300 ",82,"MF46T "," 5:25:08 PM ","FHFPR ",14,0,"two","two_82",278
"we still have a gap of ~300$ ||i would love to meet you somewhere closer to the middle ",82,"FHFPR "," 5:26:02 PM ","MF46T ",15,1,"two","two_82",332
"yeah you keeping a margin of 100% profit ||I'm already getting it for $350 in better condition ||seeing the condition of the book you are selling it seems to me a good deal for you ",82,"MF46T "," 5:26:27 PM ","FHFPR ",16,0,"two","two_82",357
"It would be impossible, or your seller is non profit organisation... ||i could go to 450, its a rare book and condition of it represents historical value ",82,"FHFPR "," 5:28:06 PM ","MF46T ",17,1,"two","two_82",456
"non profit org auction them to generate funds for a cause ||yes it has historical value but it's not the only book ||i can give you 375 ||final offer ",82,"MF46T "," 5:29:26 PM ","FHFPR ",18,0,"two","two_82",536
"I already doped the price from 799 to 450... i am afraid i can not go lower then 400 ",82,"FHFPR "," 5:31:12 PM ","MF46T ",19,1,"two","two_82",642
"380? ",82,"MF46T "," 5:31:55 PM ","FHFPR ",20,0,"two","two_82",685
"I am sorry but 400 is my lowest point ",82,"FHFPR "," 5:32:53 PM ","MF46T ",21,1,"two","two_82",743
"okay then 400 it is ",82,"MF46T "," 5:33:05 PM ","FHFPR ",22,0,"two","two_82",755
"Perfect, was happy to have a deal with you ",82,"FHFPR "," 5:33:46 PM ","MF46T ",23,1,"two","two_82",796
"thank you ",82,"MF46T "," 5:33:55 PM ","FHFPR ",24,0,"two","two_82",805
"have a nice day ",82,"FHFPR "," 5:34:20 PM ","MF46T ",25,1,"two","two_82",830
"Hello, I am interested in purchasing the book. I believe $250 to be a more than fair price.\n",83,"GUTP9 ","0","3F65X ",1,0,"two","two_83",0
"the value of the book is basically twice that amount, so that would be unfair to me. This is a great quality antique valued at around 600 dollars. please make a more reasonable offer.",83,"3F65X ","0","GUTP9 ",2,1,"two","two_83",10
"let me know if you have a more reasonable offer, or there will be no deal. thanks. ",83,"3F65X "," 5:48:08 PM ","GUTP9 ",3,1,"two","two_83",20
"Well I have seen similar books priced at $450 maximum. I am willing to offer that much. ",83,"GUTP9 "," 5:49:30 PM ","3F65X ",4,0,"two","two_83",102
"they aren't the same as my book. i have done my research to find the most fair price, and it's around 600, but i'll offer it to you for 500 ",83,"3F65X "," 5:50:20 PM ","GUTP9 ",5,1,"two","two_83",152
"I can give 475. I can have the check drawn up now. ",83,"GUTP9 "," 5:52:12 PM ","3F65X ",6,0,"two","two_83",264
"490 final offer. i've already taken a large enough deficit ",83,"3F65X "," 5:52:31 PM ","GUTP9 ",7,1,"two","two_83",283
"deal. thanks! ",83,"GUTP9 "," 5:52:55 PM ","3F65X ",8,0,"two","two_83",307
"sure ||thank you ",83,"3F65X "," 5:52:58 PM ","GUTP9 ",9,1,"two","two_83",310
"Hi,\n I would like to know that if the book is for sale? \nMy price for it is 250$?",84,"CGMPX ","0","6FRXU ",1,0,"two","two_84",0
"Hi,the book is of the famous author  Charles Dickens and the online price is around 500$,but due to sale i will sell you this book for 450$ as you seem a potential buyer to me. ",84,"6FRXU ","0","CGMPX ",2,1,"two","two_84",10
"Hey, ||Hey, ",84,"CGMPX "," 5:52:56 PM ","6FRXU ",3,0,"two","two_84",20
"hey ",84,"6FRXU "," 5:53:44 PM ","CGMPX ",4,1,"two","two_84",68
"I understand its value but due to the fact that its only one of the 3 sets, i would like u to decrease its value close to 300 ",84,"CGMPX "," 5:54:35 PM ","6FRXU ",5,0,"two","two_84",119
"I understand its not the full set,but the current market price is already 500$ for a single set only and due to clearance sale i am willing to sell out at 450$.The price depends on popularity of the book which in this case is very high.So i suggest you move up  your price and you have this amazing  book on your shelf. ",84,"6FRXU "," 5:57:41 PM ","CGMPX ",6,1,"two","two_84",305
"I cannot make it to your value, maximum i can give is 400$, Finalize and make the deal. ",84,"CGMPX "," 5:59:08 PM ","6FRXU ",7,0,"two","two_84",392
"Okay due to the fact that you seem a potential buyer to me ,lets close it at 400$.Deal? ",84,"6FRXU "," 6:00:09 PM ","CGMPX ",8,1,"two","two_84",453
"Done Thanks for that ",84,"CGMPX "," 6:00:23 PM ","6FRXU ",9,0,"two","two_84",467
"Thank You.Happy reading. ",84,"6FRXU "," 6:00:48 PM ","CGMPX ",10,1,"two","two_84",492
"Hello, how are you today? I am interested in your book. May I have the book your are selling for $250, please?",85,"A9D6H ","0","HS6NJ ",1,0,"two","two_85",0
"Hello, i am good. how is your day going. I like your interest in this wonderful book. From your price i wonder if you know how amazing this book is. if once start reading it you cant' leave it. i prefer you give 350 .",85,"HS6NJ ","0","A9D6H ",2,1,"two","two_85",10
"Hello, how are you? ",85,"HS6NJ "," 5:51:25 PM ","A9D6H ",3,1,"two","two_85",20
"Oh, I see. Lovely. Hello there. ",85,"A9D6H "," 5:52:00 PM ","HS6NJ ",4,0,"two","two_85",55
"So what do think of the book? ",85,"HS6NJ "," 5:52:29 PM ","A9D6H ",5,1,"two","two_85",84
"The book I want for certain. Would an amount of $300 be acceptable? ",85,"A9D6H "," 5:52:59 PM ","HS6NJ ",6,0,"two","two_85",114
